text,star
야이  평점사기단 이거 ㅡㅡ 또 당한듯 볼만은하지만 평점처럼 대단히 재밌는 영화는 아니고 돈내고 시간내서 극장가서 영화볼영화는 더더욱아닌듯,2
수준 낮은 남자들 모여서  수다떠는 ... 딱  그정도 !삼류소설  시간때우려고 억지로 끝까지 읽은 느낌 ㅜ 조조에 할인 겹쳐서  오천원에 봤으니 망정이지.. 돈아까울뻔했어요 ㅜ,3
"기대하고 봤는데 마케팅에 당한 기분.일단 반전에 반전에 반전에 너무 개연성을 무시한 반전의 행렬. 배경설명도 허접했교, 지루한 장면이 많아서 중간에 나가려다 돈 아까워서 참음. 솔직히 호불호 갈릴 영화라 생각함.",2
현실적이지만 정말 생각없이 봐야합니다 깊은생각을 하고 파고들며 보는 순간 재미는 없어지는영화,7
걍 시간날때 보면될듯 꼭 이 영화를 볼려고 극장찾아갈 필요는 없는듯,6
유해진 좋아하지만 이영화는..쫌...돈 주고 보기 아까움ㅜㅜ,4
내용 개더러움 웃음으로 소비할 건 아닌 듯,1
"너무 더럽고 불쾌한 영화, 한국에서 이 영화가 흥한다는 게 무슨 의미일지 생각해봐야 하지 않나. 바람 피우고, 불륜 상대가 임신하자 발 빼는 게 원래 인간의 본성이다 원래 모든 사람은 완벽하지 않으니까 그럴 수 있다...",1
"영화 자체는 잘 만들었는데.. 인간이 얼마나 더럽고 역겨울 수 있는지 , 인간의 죄성을 잘 보여준 영화. 보는 내내 답답해서 뛰쳐나가고 싶었지만 낸 돈이 아까워서 꾸역꾸역 참고 끝까지 봤다",1
평점보고 놀라..한마디 남깁니다.댓글 앞부분만 보지말고 ‘더보기’눌러다양한 후기 보고 관람여부선택하세요~,2
보지마라 ㆍ 평점 알바냐 18,1
"시간,돈 아깝다. 역쉬 한국 멀었어.",1
보는데 불쾌한 장면이 꽤 많았음,3
1위여서 봤는데 이게 재밌음?? 많은 사람들이 좋다는 평가여서 놀랍네 개인적으로 보는 내내 기분나빴음 중간에 나갈까말까 고민하다 혹시나해서 봤더니 역시나임 괜히봤음,1
너무 여성만 피해자고 남성은 가해자로 나옴,1
재미없음 보지마세요 제발,1
도대체 동질감이 전혀 느껴지지 않습니다.7명이 모여서 한 사람이 저러면 이해를 하겠는데 거의 모두가 사건의 토대를 제공하고 몇 번을 싸워도 끝나지 않는 식사는 지루하기 짝이 없습니다. 컨텐츠 다 담기에 테이블 하나는...,1
제 인생 최악의 영화 1등에 올랐으니 1점 드립니다. 비밀의 삶이든 세 개의 삶이든 불륜은 정당화될 수도 없고 비밀리에 숨길 일도 아님. 오는 연락 중 9할이 불륜인 쓰레기 인물들 옹호하는 쓰레기 영화.,1
재미있다는 얘기 듣고 어제 와이프와  저녁에 봤는데 간간히 웃기기는 합니다. 그런데 그것 뿐이구요 너무 상업적이고 의도적으로 만들어진 영화라는 느낌이 들었습니다. 조진웅과 유해진 연기력은 좋았는데 개인적으로 아무리 ...,1
ㅋㅋ추악함과더러움을볼수있던영화,1
재미없어요  웃슴도 엄꼬게이 전화 장면만  웃기고ㅠ,4
이딴 영화가 재밌나? 기분나쁘게 일반화 시키는 영화네,1
별로에요... 차라리 보헤미안랩소디를보세요 ㅠㅠ 평점 왜케 높은지 이해 불가,1
마지막 자막이 정말 치명타네요. 마치 대단한 비밀을 깨우친듯 떠오르는 그 자막은 대체 뭡니까? 누가보면 다들 모르고 사는 줄 알겠습니다. 아웃팅 장면을 웃으라고 연출하신 게 맞다면 진심으로 감독을 관두시길 바랍니다....,1
"관객들의 웃음코드를 정말 잘 짚었지만농담이나 장난으로 주고받는 말이나 행동들이불건전했다내용면에서 건강하지 못 한 내용들이 다 는 아니지만 '이래도 괜찮다', '이게 뭐 어때서' 라는 느낌...",1
평점 알바들 난리낫네ㅋㅋㅋㅋ,1
의외로 지겹고 재미없었던 영화.,3
최악의 쓰레기영화ㅋㅋ보고 웃는 사람이 있다는게 충격이다.각종 빻은 대사들에 지들끼리 낄낄대고 끝에 불륜 미화하는데 어이가 없었다.원작에나 충실하지 되도 않는 교훈 끼워 넣어서 합리화하는게 같잖았다.이딴거 볼 시간에 ...,1
평점 10점이 많은 거 보고 솔직히 놀램.이 영화 웃기다길래 기대하고 본 건데 진짜 기대 한 만큼추잡한 영화였다 처음엔 웃으면서 보다가 끝엔 인상 지푸리면서 왜 봤지 하고 후회하는 영화임. 이걸 본 내 시간과 돈이 ...,1
남자들은 원래 이런거야! 라고 치부시키는 영화. 재미가 없는 것보다는.. 더러움.,1
"이 영화를 보고 깔깔 웃었던 사람은 뭐가 문제인건지 전혀 의식하지 못하거나, 그걸 생각해볼 생각이 없거나 혹은 생각해볼 필요가 없거나.",1
시간을 내서 돈을 주고 극장에서 이 영화를 봤다는걸 아무한테도 얘기 못할 정도로 창피할만큼 저질인 영화였다,1
"그저 그렇게 본 영화, 뻔하고 예상가능하고 재미도 없고 잔잔하고 차분한 분위기에 졸법하면 성드립으로 웃기려고 노력하는 영화. 하지만 이 또한 배우들이 잘살려서 살아난 영화",2
보는 내내 기분나쁨 ... 저질영화,1
시간과 돈 아까운영화네요     수준높이세요,1
"글잘안남기는데 진짜 재밌었어요. 얼마나 재밋냐면 관객들 모두가 30분이상은 박장대소하면서웃을정도... 그리고 한가지 더, 현재 우리사회의 모순과 비밀을 콕집어낸다는점.. 청춘남녀할거없이 무조건봐야할영화",10
일상의 무서움을 상기하게 하는 영화. 촬영 또한 쉬운 작업은 아니었을듯해요. 잘 봤어요.,8
이런 쓰레기도 9점대구나ㅋㅋㅋㅋ,1
관객이 불편해지고 눈치보게되는 ㅋㅋㅋ 완전 재밌어요ㅋㅋㅋ,10
잘만든영화입니다! ㅋㅋ응원해용,10
이토록 '완벽한' 시나리오!탄탄한 연기력의 매력적인 캐릭터들 덕분에 지루할 틈이 없었다.기대를 하고 봤음에도 기대를 뛰어넘는 유머코드와 재치로 기분좋은 2시간을 선물받은 기분~^^저는 강추합니다♡,10
짜릿하고 흥미롭다 주제가 쇼킹이다,10
볼만한 영화!! 여자 친루랑 보면 안될듯,9
신선한 충격 깊은 여운이 남는 영화.,10
"컨저링, 인시디어스를 뛰어넘는 공포영화.",10
인정. 이 영화는 정말 인정이다.,10
이 영화 배우 중에 가장 연기가 어색한 사람은 이서진이다. 그만큼 다른 배우들 연기는 나무랄데가 없다. 스토리 간단 명료해서 깔끔하고 재밌음. 보고나면 생각이 많아지는 영화입니다.,7
너무 불쾌한 영화. 저게 진짜라고?,1
딱 중간까지는 재미있게 흘러가다 결말은 고질적 한국영화식으로 끝남.,7
즐거움과 긴장감의 고저가 크지 않아 담백한 영화를 좋아하는 사람이 아니라면 ‘뭔가 더 나오겠지’라고 생각만하다 끝났다고 느껴질만한 영화. 신선한 소재의 이야기를 담담하게 풀어내는 것은 좋았지만 500만이 보고 평점 ...,1
엔딩을 이렇게 해야했냐?,1
결말 진짜 이상하네. 그리고 스토리자체가 너무 억지스러움. 게이이야기로 반을 쓰네.,3
개막장 인간들의 개막장 게임.,5
억지설정에 불분명한 케릭터 이게왜 평점이 이리 높을까,2
현실성 결여된 저급한 영화 보고 기분만 드러워짐,1
그저 그렇던데 ㅡ 평점 되게 높네,4
너무 억지 설정에 자연스러울려는 배우들의 연기가 더욱 어색하게 느껴지며 스토리도 엉성해서 재미가 없었네요,2
사람 열받게하네 진짜.하아..하....,1
평점좋아서 엄청 기대했는데ㅜㅜ흑 기대이하로재미가없었어요ㅜ,7
몰입도 생각보다 좋고 몇번 웃긴했는데 솔직히 평점 9점대는 아닌거같아요..생각보단 그냥 그랬어요,6
보다가 중간에 껐다. 젠장 나도 여자친구 사귀고싶다.,3
영화는 재밌다..그러나1만원씩 돈을내고 보기에는 지나친 영화임. 집에서 보기에 딱,4
...걍 재미가읍다.  한국영화의 이런 마무리 싫으다,2
몰랐으면 아무것도 아닐 일들..,4
알바 찌끄래기들 ㅋㅋㅋㅋ,1
영화 보는 내내 네이버 덧글창에서 남자와 여자가 싸우는거 본 기분. 15세 이용가에 맞는지 모를정도의 블랙코메디 그게 전부.,1
결말도이상하고 졸리고 지루하고 앉아있기괴로웠다..,2
가슴얘기밖에 기억안남,1
영화본 내눈 빼서 씻고싶다,2
털어서 먼지안나는 인간이 아닌 그냥 인간쓰레기들 영화였어요 평점이 9점이라... 진짜 웃음이 납니다,4
좀 불쾌한 점이 많은 영화. 불륜을 소재로 한 개그 장면들을 보고 마냥 웃음이 나오진 않았다.엄청 재밌다는 말을듣고 봤는데 그냥 그랫다!! 동생이랑 둘다 찝찝함을 느끼면서 나왔다... 주변 평은 괜찮아서 내가 좀 다...,4
귀걸이에서 개소름돋았다,10
웃긴장면은 진짜 웃기긴한데.... 약간  남혐 작가 스토리인가,1
전형적인 노답 한국 코미디..어설픈 이야기와 억지이야기로 어렵게 채운 2시간..,4
그냥 그저그런영화ㅎㅎ,6
영화의 소재가 끊기는 일은 없을 것이다,3
그지       같은영화. ~~~<<~<~~~,2
전 아직 어린가봄..불편해요,4
이런 영화는 굳이 큰 화면에서 안봐도 될 듯.,7
보는내내 집에가고싶다,2
너무 큰 기대였는지 전진짜 생각보다 별로였네요,5
과대 평가된 영화. 화려한 출연진 때문에 그런가? 조조로 봤지만 좀 지루하고 내용도 현실보다 과장돼 있어 솔직히 좀 실망임. 외국영화 리메이크라 그런가? 불륜 너무 쉽게 그려짐.,5
충분히 있을수 있는 상황들이라 더 와닿고 무섭기도 했네요.생판 모르는 관객들이랑 다같이 박장대소 하고 몰입한다는게 느껴져서 뭔가 하나가 된듯한 새로운 경험도 참 좋았습니다~,10
사랑을 중점으로 보면 나에게는 슬픈 영화였다,10
설정 연기 배우 다 좋았으나 이야기가 너무 오버스러웠다,7
연기는 정말 최고였지만참...씁쓸하다,4
설정과 배우들의 연기력은 뛰어났으나  이야기의 설명이 부족했던 아쉬운 영화. 조금만 더 다듬었다면 훨씬 좋은 영화가 됐을 것.,5
이서진 연기가 너무 어색해서 손발이 오그라들었다..,6
재미 없음 이서짐 연기 발로 함,2
보고 나면 쥰내 찝찝한 영화,1
나는 당신을 잘 안다고 생각했는데... 넌 나에게 여전히 '타인'이었어,10
나는 이영화를 전남친이랑 봤는데 알고보니 양다리였음 이땐 몰랐는데 그샠키 엄청 찔렸겠네,8
완벽한 타인은지옥이다..,8
오늘 ocn에서 해주는거 봤는데 재밌네,9
그냥 식탁위에서 이정도로 흥미진진을 유발해 낼 수 있다니.. 그저 감탄.. 정말정말 재밌어요 진짜진짜;;; 최고임,10
"심장쫄깃하게하고, 웃기고 두시간 금방갔음. 배우들이 명품배우인듯. 지루하다는 느낌이하나 안들고, 특히 유해진.이서진연기가 신내린듯 연기 완벽했음.",10
진짜 웰메이드 영화인데 영화시간 내내 자기네 안방에서처럼 쉬지 않고 얘기하고 비닐에서 온갖 음식 꺼내먹던 젊은 할머니들 때문에 정말 너무 괴로웠다. 제발 기본예의없으면 밖에 나오지말고 집에만 계세요,10
진짜 오질라게 가식적이고 인위적이네연..역시 난 한국영화 체질이 아님ㅇㅇ돈 안내고봐서 너무너무 다행임 스토리도 연출도 답없음,2
"평점 왜케높냐 딱 6.5점짜리 영화임 , 극한직업은 6점",1
ㅠ진짜루 괜히 봤어요.  ㅜㅜ,1
"재밌어서 2점 준다. 기분 드러워지는 영화라서 1점에서 상향조정.보통 평범한 사람이라면 전화 문자도 거의안오고 와도 평범할텐데, 비밀이 많고, 사생활 더러운 사람들의 이야기라는것이지.",2
쓰레기의 끝판왕 영화 문제다,1
20OOO 최악의 영화.,2
원작과 의미가 다 다르게 연출했네요 .... 영화라는게 뭔지 모르고 만든느낌,1
염정아 연기 졸라 잘하네..ㄷㄷ,10
"나만 이상한건가.토나올거 같더라.죄다 바람이야.아내랑,남편 다 바람에 친구랑 바람피고게이인거 밝혀지고.난 최악의 영화라고생각듦.차라리 헌터킬러가 대박이지.제목 촌스러운데 옛날 크리슨타이든이란  최고의 잠수함영화보다 ...",1
이미 10년 전쯤 비슷한코드 외국영화본적있음. 신선하지도 재밌지도 않네 불쾌풍성하네,1
대사들이 맛깔나고 재미있었는데 이서진 연기는 혼자 겉돌아서 너무 어색어색;;;;,8
평점 너무 높은거 아니냐? 준모 역은 캐릭터 소화를 전혀 못하고 스토리는 깊이 없는 대사들의 나열이 다네. 에혀..,1
왜케 평점이 좋을까 중후반부터 지루하고 막장일일드라마 뺨치게 가든데..나만 그저그렇게 봤나ㅠ,5
"영화 수준 참 낮네..,",1
딸부터 시작해서 아빠 엄마 친구 직장동료 할것없이 더러운 성적인 묘사와 관계로 얽히고 설켜진 구역질 나는 영화. 쓰고버린 콘덤하고 휴지를 섞어 한입에 넣어 씹는 느낌의 그런 영화... 주제가 이런거 밖에 없냐? 딱 ...,1
시대 역행하는 영화시대 흐름 좀 읽어야 할 듯,1
가짜 사랑들 사이에서 진짜처럼 보이게 만드는 동성애 옹호영화,1
막장 요소들의 결합 ㅡ 연기들은 잘하지만 평점이 너무 후하다 ㅡ ?,2
"내용도 연기도 다 별로ㅜㅜ오랜만에 최악의 영화 봤네 시간, 돈 아깝고여운도 없고 ㅡㅡ",2
재미없고 노잼에 이해가 안됨,1
평점 높아서 본 영화인데 별로네요,1
반지 돌아가는거보고 인셉션이 떠오르면서설마 이런 결말이겠어.. 생각하고 결말이 들어맞은 순간 짜증났던..,4
시대 역행 그 이상 그 이하 아닌,1
다들 저렇게 사나요? 웃기는 부분이 있었지만 내용은 최악이었어요.,1
"막 까내리려는게 아니라 진짜 궁금해서 물어보는건데 재미있어요? 갑자기 동성애를 개그소재로 삼거나,, 불편한 점이 많아 인상 팍 찌푸리고 봤는데 진짜 진심으로 어떤부분이 재미있었는지 누가 나한테 설명 좀 해줘요...",1
영화는 나쁘지 않았는데. 유해진이  진지하게 자신이 게이여서 싫은거냐고 할때 사람들 웃는게 너무 소름돋음. 감독은 나름 진지하게 만든 부분인거 같은데 정말 ... 다 웃는데 혼자 소름이 돋음. 근데 설마 감독이 진짜...,1
너무 기대했나보다 ㅜ그냥 말장난같은 영화,4
"웃기지만 웃음을 만드는 방법이 잘못됐다. 불륜이 “제3의삶”인가?  동성애에 관한 우스꽝스러운 묘사, 의사의 환자에 대한 성희롱, 그 외 식사시간에 이루어진 질 낮은 농담들이 감독과 배우의 비판의식 담긴 적나라한 풍...",2
"현실적이라고 하는데, 결말부에 막장으로 끌어모을 수 있는 것들을 억지로 다 쑤셔넣는 느낌을 지울 수가 없다. 6명 다 약점이 있고 서로 얽혀야 하는데 그냥 이서진 OOO기로 끝난 영화.",5
평이 너무 만점이라 이상하네요;;한공간에서 찍은것에대해서는 완성작에 박수~,6
보고나서 기분 더럽다 평점 ㄴㄴ,6
아니 이게 어떻게 9점대 영화얔ㅋㅋㅋㅋ딱 6점이 적당함 평점에 속지마세요 이거 재밌다고 극찬하는 사람은 딱 이정도 영화 수준인듯..,6
"솔직히 가족 , 부모,  연인끼리 보러가면  ㅡ 엄청 뻘줌할듯 ㅡ  사실상 음담패설로 웃음을 자아내는 영화인데,",3
이서진 발연기 이하생략,2
한국영화에기대를너무많이했던걸까..,4
스포일러가 포함된 감상평입니다. 감상평 보기,2
소재가 깨달음을 주지만 그보다 지저분함이 더해서 보는 내내 심신이 오염되는 기분. 스트레스 받으면서 봄.. 남에게 추천할일은 없는 영화.,4
이서진같은 친구는 없어도 될듯?,10
솔직히 더러운 인간관계를 들춰내서 불편한사람들도 이해가간다. 보던 나도 정말 기분 별로였으니까..그런데 사실 우리 모두는 좋은것만 보고 살수는 없다. 항상 힘든것과 마주하며 좋은것을 기억에 남기려 노력할 뿐이다. 그...,10
대화가 너무 유치해서 집중할수가 없다..,3
A급배우들로 B급영화만들었네,1
미쳤나..? 이게 재밌다고?.. 토할뻔했네;..,2
외국 영화베끼고  이서진이 연기 쒰다뻑이고..이런게 6백만이라니 기가막히고만.,2
이서진 딴 여자 임신시킨거 아니냐?그리고 염정아는 왜 음주운전하냐..?뭐하자는 거냐..,1
일단 이 감독의 영화는 앞으로 안보기로 결정,1
진짜최악 부부연인끼리봐서좋을꺼하나없어요,1
위험한 만찬 표절이잖아 ㅡㅡ 뭐 요즘 얼마나 참신한 영화를 만들것냐 어차피 플롯은 다 똑같은디,1
평점만 믿고 영화본 내가 잘못이다.... 보는 내내 ㅈㄴ찝찝해서 끝에가서 뭔가 사이다같은 전개가 나올줄 알았는데 모든 가정파탄 나고 끝 ㅋㅋㅋ 그리고 마지막에 누구에게나 비밀은 있다 ㅇㅈㄹ  ㅋㅋㅋ 앞으론 평점만 믿...,1
노잼..짜증나는 연기를 보여준 배우도 있고...,1
개인적인 생각으로는 불륜과 성에 대한 코미디만 난무하는 저급한 영화였다. 보는 내내 지루했다. 전달하고 싶은 메시지는 동일하게 하되 전개를 더 흥미진진하게 했으면 그나마 더 나았을 것 같다.,1
십분보고 계속 그런식으로 이어질듯한 예감으로 후회..넘 노잼,1
미쳔냐!이걸 영화라고 만들었냐!!시간아까워~평점 믿지마세요!! 제발~~!,1
억지개연성.. 대체 이게 신비한 동물보다 뭐가재밌다는것인가?,1
노땅 꼰대들이나 좋아할 영화인데.,1
일점도 아까워 이게영화냐 막장드라마보다 못해,1
아쉬운 점이 있다면 마지막에 30년이상 알고 지내던 친구들의 모임에서 가정이 동시에 파탄나고하루에모든안좋은일이너무비정상적으로 과하다싶을정도로계속연달아터지고 긴장감을 끊기지 않게 할려고 한게 오히려 적당한 웃음이 지나...,7
굉장히 별로였어요 연기는 보기좋았으나 내용이..,2
기대를 너무많이했나.. 간혹 재밌는장면들은 있으나 전체적으로 막 재밌거나 반전있거나 하진않음 뭐 반전이라면 잠깐 있었으나 그거에대한 개연성은없었고 그냥 잠깐나오고 끝. 한시간은그냥저냥봤는데 그후에는 시계를 봄. 최악...,4
웃음포인트가 있으나주된 내용은 불륜 동성애 불신시대가 그러하다 하지만 보고난 후 별로 남는게 없는 영화다,2
이걸봄 정상적인 가정을 꾸리고 사는 사람이 없는것 같은 느낌을 주는영화 웃긴장면이 있을지언정전혀 웃기지도 않고 재밌지도 않음블랙코미디 느낌이 맞을듯 씁쓸한 웃음근데 영화관에서 사람들은그냥 웃겨서 웃는거같았음제작비 안...,4
굉장히 기분나쁜 영화.,2
참~~평점에 낚임.극장에서 볼 영화는 아님.,4
이 영화가 왜이렇게 고평가 받아야 하는질 모르겠음... 무엇을 이야기 하는지... 바람을 피워도 가만히 있어야 하는 건지.. 이야기 하지말고 가만히 있으면 아무일 없는게 되는건지... 인셉션 장면은 오마주 했니......,5
웃기긴하다. 내용은 쓰레기ㅋㅋ,6
7점대 영화. 기대를 너무 했나?,1
특이한 설정이긴 하지만 너무 자연스럽지 않고 스토리를 이끌어 가기위한 부자연스러운  진행  계속 저런 게임을 하고 있다는것이 이해가 안되는 설정,1
미개한 조센징의영화 완벽한노답영화,1
결혼 하지말라고 대놓고 길게 얘기하는 영화,1
그냥 말이 필요없는 쓰레기 영화!!,1
"남편이랑 같이 봤는데 웃음코드가 어딘지도 모르겠고 블랙코미디라고 해서 가벼운 마음으로 봤다가 뭔가 찝찝 불쾌, 딱히 기억에 남는 장면도 없고 그냥 이서진역이 OOO기라는거? 배우들은 연기 진짜 잘했지만 그냥 B급영화...",1
섹드립 난무하는 이 영화가 뭐가 재밌다는건지....  그냥 보고 있기 계속 불편하던데,1
전혀 공감안되는 억지설정,2
이거 뭐야... 내시간.. 내돈...ㅠ 평점보고 속았네 재밌다는 사람들은 대체 정체가 뭐지...,1
올해가 가기전에 이 영화를 봐서 다행이네요올해 최악의 영화내년에 봤으면 연초부터 기분 나쁠 뻔,1
최악 불쾌하고 기분나빴으며 모든 사건들이 불편했음 차라리 내가 바람펴서 찔려서 불편한거면 아무말 못 하지만 그게 아닌 서사가 별로고 급낮고 저질같음 이런 영화가 아직도 나오다니..한국영화 돈주고 보는거 아님 이거 보...,1
평점..도대체 누가 준건가..잔뜩 기대하고 갔다가보는내내 저급한내용땜에 불편하고보고나서도 허무하고 기분나쁜 여운이...공감한다는 사람들 대체 어떤 인생들을 살길래내  40년 인생에 최악의 영화!만든사람도 출연한 배우...,1
기분 개찝찝함 초반엔 킬링타임용으로 웃기긴한데 갈수록 파국임,1
결혼 한 사람이 아니면 안보는게 맞는 영화,1
보는 내내 불편했다 구시대적 코미디,1
유해진 개그쇼에 1점. 밝히는 중딩정도가 쓴듯한 유치한 저질 대사 난무에 극단적인 막장설정과 꾸역꾸역 쑤셔넣은 무근본 전개. 블랙코미디에도 수준이 있지 ㅉㅉ,1
정말 따분하고 지루한 영화였는데.. 사람들 나만 이영화볼수없다 이건가ㅋㅋ아님 알바푼건가,1
시작 15분만에 잠 ㅋㅋ,2
솔직하게 평이과대평가된거같기도해요.재미는 일부분이고심오하고 답답? 심란해요.지극히 주관적인 평입니다.,2
당했다. 당신의 시간은 소중합니다.,1
"좀 예민한 사람들만 불편한 영화다. 라는 평가가 있길래 나는 괜찮겠징 하고 봤는데, 저 예민한 사람 절대 아닌데 그냥 불편하고 재미가 그다지 있지도 않네요..",4
평점이 말도안되게 높아서1점준다  내평점은 6.5 좀 웃기긴함..이서진 연기 왜케못함..? 연기공부 다시해야됨..캐스팅을잘못한듯..진심..,1
개연성 없는 스토리와 대사. 명연기자와 좋은 컨셉으로 훌륭한 작품을 만들 수 있었을텐데 아쉬움. 작위적인 대사가 정말 별로입니다.,1
"현실적인 얘기를 하고 싶어 보이지만, 그러기엔 캐릭터 설정들이 죄다 쓰레기만 끌어모운.. 다만, 다른 결말의 엔딩은 소름돋음. 평점보고 너무 높아서 놀람. 7점대라 평균낮추고감.",1
개인적으로 사람과 사람 사이 가장 중요한 부분이 신뢰라고 생각하기 때문에 내용은 거지같았고 유해진+염정아 연기력만 점수 드림. 능력없어서 처가 돈으로 빌어먹는 주제에 가지가지하는 이서진 캐릭터가 최악이었음.,4
최고 쓰레기 영화라는 한마디면 충분함,1
이 영화가 재미있고 개그로 보인다면 진짜 무지하고 생각수준 낮은겁니다. 온갖 혐오란 혐오와 비하가 쏟아지던데 이게 재밌나? 요즘시대에도 이런영화가 나온다는게 놀라울뿐~응  비혼다짐,1
최쵳최악 다 보고나면 사랑하는사람들을 의심하게 만드는 나쁜영화에요.. 평점 좋게 준 사람들은 정말오 영화가 공감되거나 즐거웠나요? 누구에게나 사적인 삶이 있을 순 있지만 불륜이 포장되는 이런 영화 저질이에요,1
야 이게 영화냐??장난치냐?? 개스트레스만 쳐받네 노잼에 답잡하기만하고 어휴 전형적인 한국영화,1
오랜만에 남편과 본 영화 기대도 없이 봤지만 결혼 15년차인 저에게 참 씁쓸한 줄거리였습니다.,1
도대체 뭘 본건지 모르겠어요..평점이 거의 만점이라면 호불호가 없이 거의 대부분이 상당히 만족할만한 영화라는 말이 되는데..그렇지는  않은것 같아요...이게 보헤미안 랩소디를 제쳤다니....,5
엥 이게 왜 재밌지...?,1
별점 어이가 없다 재미 없다,4
진짜 불편하고 그 모든 일들을 내가 직접 경험한 것 같은 최악의 영화.. 연기 자체는 좋았지만.. 처음부터 끝까지 너무 답답하네요. 중간에 웃긴 부분이 있긴했지만 ..왜이렇게평점이 높은건지...??,1
이영화가 이정도로 평가 좋은 영화인건가? 현실성이 있어서? 아님 현실적이지 않아서?,4
알바들 장난아니네요~10점은 티 안나게 피하셨어야죠!^^  10점 영화는 아니니 마음 비우고 보시면 나쁘지 않으실듯 하네요,6
보는 내내 불쾌한 느낌밖에 못 느낀 영화인데 평점은 왜이리 높은건지;;; 좋은 배우들로 이런 똥을 만들기 쉽지 않을듯,1
재미없다...그리고 이서진연기가 너무....말할때마다 깨던데...결론도 시시..,1
씨갈 개역겹고 더러운영화ㅜㅡㅜㅡ,1
평점이 왜이래??? 클레멘타인 후속작이냐???타인시리즈 대단하네 ㅋㅋㅋ,1
역겨운 영화. 유머로 포장한 불쾌한 성희롱만 난무.억지 해피엔딩으로 가부장남성을 아내 생각하는 정상남(?)으로 포장하는 수준하며 동성애 비하오지게 하더니 마지막에 포용하는 척. 성희롱 밥먹듯 하던주제에 딸애랑 통화할...,1
그냥 찝찝하고 별로다ㅡㅡ,1
"예고편만 보구  보는게 아니어야 하는 영화다.배우들의 연기는 좋으나 내용은 남을게 없는, 괜히 억울하게 낚인기분!!!",1
뭘말하려는 건지 메세지는 좋은데 성소수자 희화화에 불륜 임신 우정으로 지켜주고 여적여에 엄청난 사회의 편견이 때려박아져있음 ㅋㅋ 가부장적이고 ㅋㅋ 이걸 비밀은 누구에게나 있다~ 하고 마무리되는게 .. 뭐지? 싶었음 ...,2
"자.. 들어봅시다! 재미있다는 분들은 어느부분이 재미있었나요??  중간중간 웃음 포인트는 있었으나.. 그게 다임.. 그게 평점 9점을 만들 수 없는 영화임 ㅡㅡ^ 보는내내 불편했던 영화.(참고로 ""다*""...",1
"대놓고 여혐 버무리 영화.. 헐리우드스타일은 개ㅂ불...,, ㅋㅋ딱 한국감성이지 이게....",1
알바 풀었냐? 한장면 웃기는거 빼고는 나머지는 대체 주인공들이 왜 저러는지도 모르겠고 그냥 억지로 만든 코미디?아줌마들만 웃던데.진짜 걍 그랬음,4
영화자체는 웃겼는데 내용상으론 정말 별로 결혼할생각없는분들은 보지마세요... 더하기싫어짐 남자들이 실제로 그런다는건 아니지만,2
말 같지 않은 영화....웃음있는 영화는 맞지만...작품성이 너무 없고...우리 대한민국 영화 최근 현실을 보게됨 ㅜㅜ,2
0점 없냐? 이런영화 돈주고 왜 보는거냐????,1
걍 한국영화는 기다렸다 명절때 보셔들,1
이건 영화가 아닙니다 시청자들의 수준을 기만하지 마시죠,1
"말하기 불편한 것을 말해주는 것이 예술 또는 블랙코미디라고 생각한 것 같은데, 그렇다면 적어도 그에 대해 비하하는 감독의 시선이 느껴지지는 않게 해줬어야 하지 않나.. 유해진이 동성애 포즈를 취하는 장면, 염정아가 ...",1
영화보는 내내 답답해미치는줄 알음. 배우들이 아깝고 저질스러운 소재로 소비한게 제일 짜증남.,1
아직도 이런 개그를 팔고 또 거기에 웃어주는 사람들이 있다는 게 공포다,1
시대흐름을 따라가지 못하는 사람들이 이렇게나 많다,1
평점 보고 혹 해서 봤는데걍~ 집에서 종편 드라마 하나 보고 온 느낌.돈도 아깝고 시간도 아깝고~평점이 9.2점이나 돼서 봤더니그냥 출발비디오여행서 하이라이트 보여준게 영화의 90% 이상은 되는듯...유해진 두어번 ...,1
진짜 영화 평론 한번도 남긴적 없는데 남깁니다 아내 잇으면서 친구 아내랑 바람나고 다른 여자 임신시킨게 그냥 비밀이 있는 삶이라고요 ㅋㅋㅋㅋ 그게 성적취향 숨기는 수준의 비밀밖에 안된다는 사상 잘 알겠고 감독작품 무...,1
ㅋ내 인생 최악의 쓰레기 영화 편견으로 가득찬 아재가 편견을 비판하는양 만들었으나 빻은 생각이 영화 전체에 가득한 영화,1
이게 평점9점짜리영화냐? 온나라가 다 조작이고 사기판이네.,1
도대체 이런걸 영화라고...말하고 싶은게 뭐야~~남들다 이 모양으로 사니 너도 더럽게 살아라?그래도  괜찮다? 아님  위선은 삶을 지탱하는 요소다? 남는 메세지도 없고 그렇다고 웃음이 아주 많은것도 아니고 불쾌하기 ...,1
보헤미안랩소디 보다가 이거 보니까 격 떨어진다.,1
너무 웃어서 스트레스  풀었어요 ~,10
현실성이 왜 없단 거지 ㅋㅋ매 우 현실적인 문제들비밀의 나 있잖아요 다들 재밌게봤습니당,8
재밌긴 함.. 기깔나게 근데 평론가들이 점수를 짜게준 이유는 있음. ㅋㅋㅋ,6
예산이 적어도 충분히 대작을 만들수 있다는 것을 보여줌,10
올만에 재밌는 영화봤다. 연기도 연기인데 내용자체가 있을수있을법해서 씁쓸,10
진짜 배우들 연기..보면서 ㄴㅐ가 다쫄림 이게 배우지..한공간 에서 끝나는지도 모르고 몰입해서봄..,10
